"feature"	"structurePerIdRank"	"formulaRank"	"ConfidenceScoreExact"	"ConfidenceScoreApproximate"	"CSI.FingerIDScore"	"ZodiacScore"	"SiriusScore"	"molecularFormula"	"adduct"	"precursorFormula"	"InChIkey2D"	"InChI"	"name"	"smiles"	"xlogp"	"pubchemids"	"links"	"dbflags"	"ionMass"	"retentionTimeInSeconds"	"retentionTimeInMinutes"	"formulaId"	"alignedFeatureId"	"mappingFeatureId"	"overallFeatureQuality"	"NPC.pathway"	"NPC.pathway.Probability"	"NPC.superclass"	"NPC.superclass.Probability"	"NPC.class"	"NPC.class.Probability"	"ClassyFire.superclass"	"ClassyFire.superclass.probability"	"ClassyFire.class"	"ClassyFire.class.Probability"	"ClassyFire.subclass"	"ClassyFire.subclass.Probability"	"ClassyFire.level.5"	"ClassyFire.level.5.Probability"	"ClassyFire.most.specific.class"	"ClassyFire.most.specific.class.Probability"	"ClassyFire.all.classifications"	"Avena.sativa"	"Chelidonium.majus"	"Cinchona.pubescens"	"Citrullus.colocynthis."	"Colon.Suis.D4"	"Cynara.scolymus"	"Duodenum.Suis.D4"	"Hepar.comp.Ampoules..Bulk.mat.52324."	"Hepar.Suis.D4"	"Hepeel.ampoule.solution..Bulk"	"Lycopodium.clavatum"	"Mixture.analogue.Hepar"	"Mixture.analogue.Hepeel."	"Myristica.fragrans."	"Negative.Control"	"Negative.control..Wfi.with.NaCl."	"Pankreas.Suis.D4"	"positive.Control"	"Silybum.marianum."	"Taraxacum.officinale"	"Thymus.Suis.D4"	"Veratrum.album"	"Vesica.Fellea.Suis.D4"
"P_7583"	1	1	0.8	0.8	-164.217	NA	41.076	"C10H14N2O2"	"[M + H]+"	"C10H15N2O2+"	"BKASXWPLSXFART"	"InChI=1S/C10H14N2O2/c13-9-7-3-1-5-11(7)10(14)8-4-2-6-12(8)9/h7-8H,1-6H2"	"1,7-diazatricyclo[7.3.0.0³,⁷]dodecane-2,8-dione"	"C1CC2C(=O)N3CCCC3C(=O)N2C1"	0.1	"144367083;6542165;6932481;529063;736756"	"COCONUT:(CNP0244435);SUPERNATURAL:(SN0027717);MESH:(529063 736756);PUBCHEM:(144367083 6542165 6932481 529063 736756);DSSTox:(DTXSID201313224 DTXSID201334424);LOTUS:(Q103816804 Q104937470);PUBMED:(null)"	137710534726	195.112	194	3.237	637177687336587904	637163579747528192	7583	NA	"Amino acids and Peptides"	0.967	"Small peptides"	0.979	"Dipeptides"	0.909	"Organic acids and derivatives"	0.999	"Carboxylic acids and derivatives"	0.998	"Amino acids, peptides, and analogues"	0.993	"Amino acids and derivatives"	0.992	"Alpha amino acid amides"	0.568	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Piperazines; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Tertiary carboxylic acid amides; Dioxopiperazines; Carbonyl compounds; Alpha amino acid amides; Diazinanes; N-acylpyrrolidines; 2,5-dioxopiperazines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	65745	9373	837	2264	140	1689	303	85	144	64	1004	10862	8661	939	53	49	257	357	24963	7376	119	6538	90
"P_7479"	1	1	0.525	0.525	-95.302	NA	61.668	"C11H15NO2"	"[M + H]+"	"C11H16NO2+"	"KRSWPODJYNXIJP"	"InChI=1S/C11H15NO2/c1-13-10-4-3-8-7-12-6-5-9(8)11(10)14-2/h3-4,12H,5-7H2,1-2H3"	"5,6-Dimethoxy-1,2,3,4-tetrahydroisoquinoline"	"COC1=C(C2=C(CNCC2)C=C1)OC"	1.3	"45108"	"MESH:(45108);PUBCHEM:(45108);DSSTox:(DTXSID001293072 DTXSID90980887);PUBMED:(null)"	137438953542	194.118	196	3.26	637177567928928128	637163575666469888	7479	NA	"Alkaloids"	0.999	"Tyrosine alkaloids"	0.974	"Isoquinoline alkaloids"	0.6	"Organoheterocyclic compounds"	0.982	"Tetrahydroisoquinolines"	0.935	""	NA	""	NA	"Tetrahydroisoquinolines"	0.935	"Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Anisoles; Ethers; Organonitrogen compounds; Organooxygen compounds; Dialkylamines; Phenol ethers; Benzenoids; Amines; Secondary amines; Tetrahydroisoquinolines; Aralkylamines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	2964	75898	4634	1261	331	1197	468	332	598	845	980	19884	5917	1337	811	636	935	297	1430	2369	652	1007	409
"P_3291"	1	2	0.417	0.417	-30.916	NA	48.841	"C6H6O4"	"[M + H]+"	"C6H7O4+"	"PCSKKIUURRTAEM"	"InChI=1S/C6H6O4/c7-3-4-1-2-5(10-4)6(8)9/h1-2,7H,3H2,(H,8,9)"	"Sumiki Acid"	"C1=C(OC(=C1)C(=O)O)CO"	0	"6946222;76973659;80642"	"PUBCHEMANNOTATIONBIO;HMDB:(HMDB0002432);PUBCHEMANNOTATIONSAFETYANDTOXIC;BloodExposome:(80642);SUPERNATURAL:(SN0281862);MESH:(80642);PUBCHEM:(6946222 76973659 80642);COCONUT:(CNP0283460);METACYC:(CPD-14103);CHEBI:(89118 193964);KEGG:(C20448);DSSTox:(DTXSID5033098);LOTUS:(Q27161297);PUBCHEMANNOTATIONDRUG;PUBMED"	137832171886	143.034	196	3.264	637173375708759936	637163397182036608	3291	NA	"Fatty acids"	0.411	"Fatty Acids and Conjugates"	0.465	"4-pyrone derivatives"	0.267	"Organoheterocyclic compounds"	0.907	"Furans"	0.84	"Furoic acid and derivatives"	0.68	"Furoic acids"	0.819	"Furoic acids"	0.819	"Organic compounds; Organoheterocyclic compounds; Furans; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Furoic acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Furoic acid and derivatives; Chemical entities"	6467	700	13475	470298	207	1114	201	299	409	100	37608	11498	50184	17038	342	92	159	220	15646	3816	184	9074	237
"P_2191"	1	1	0.719	0.729	-18.833	NA	37.634	"C6H6O3"	"[M + H]+"	"C6H7O3+"	"NOEGNKMFWQHSLB"	"InChI=1S/C6H6O3/c7-3-5-1-2-6(4-8)9-5/h1-3,8H,4H2"	"Hydroxymethylfurfural"	"C1=C(OC(=C1)C=O)CO"	0.436	"145693099;237332;46781825"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0034355);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(237332);SUPERNATURAL:(SN0250850);HSDB:(67-47-0);MESH:(237332);FooDB:(FDB012717);PUBCHEM:(145693099 237332 46781825);COCONUT:(CNP0222574);NORMAN:(NS00014938);METACYC:(CPD-11572);CHEBI:(412516);KEGG:(C11101);DSSTox:(DTXSID3030428);LOTUS:(Q414606);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(NOEGNKMFWQHSLB-UHFFFAOYSA-N)"	138503523198	127.039	196	3.271	637172847289263360	637163350600090880	2191	NA	"Polyketides"	0.562	"Cyclic polyketides"	0.733	"4-pyrone derivatives"	0.926	"Organic oxygen compounds"	1	"Organooxygen compounds"	1	"Carbonyl compounds"	0.545	"Aldehydes"	0.735	"Aryl-aldehydes"	0.718	"Organic compounds; Organoheterocyclic compounds; Furans; Aldehydes; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Carbonyl compounds; Aromatic alcohols; Aryl-aldehydes; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	19363	2975	29580	280746	242	15309	745	652	362	594	6070	26504	100341	16970	179	326	495	258	226920	23499	368	75120	608
"P_5922"	1	1	0.878	0.903	-91.308	NA	19.555	"C6H14N4O2"	"[M + H]+"	"C6H15N4O2+"	"ODKSFYDXXFIFQN"	"InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)"	"Harg"	"C(CC(C(=O)O)N)CN=C(N)N"	-1.634	"154624364;101002480;17753939;58618352;4473077;161563502;161563501;9793996;9815369;6913512;20798608;155634912;159961799;163358946;87559318;76974066;76974115;76974116;5231987;5246487;5260203;16217519;16217580;16217799;5287702;5460857;5460858;5460860;5460861;160927720;135207570;51037639;51037640;51037641;118099679;118264379;129834582;129850676;134817835;22726443;58203011;124202805;101611381;162642132;162642135;52941769;135705201;59119146;59373188;59373181;59373187;59373199;160448860;140533858;10313339;88031296;89059445;151306026;90938205;153693995;153709895;153712626;54144538;54144539;123552702;131801519;131878490;132276652;1549073;1549104;11321257;140491596;59645172;59667378;88901885;88901889;88901891;88901915;59905797;232;6322;28782;71070;444360;46932130;12205337;117064614;117065487;11770759;122363709;142696383;90472354;164899900;57182507;71308530;71309938;71310245;57616918;57616923;57616939;57616947"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0000517 HMDB0003416 HMDB0062762 HMDB0251511 HMDB0303361);MiMeDB:(MMDBc0000112 MMDBc0048340 MMDBc0057189);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(232 1549073 5460861 66250 6322 71070 5287702 5460857);SUPERNATURAL:(SN0262438);HSDB:(74-79-3);MESH:(6322 5287702);FooDB:(FDB002257 FDB011914 FDB023167);PUBCHEM:(154624364 101002480 17753939 58618352 4473077 161563502 161563501 9793996 9815369 6913512 20798608 155634912 159961799 163358946 87559318 76974066 76974115 76974116 5231987 5246487 5260203 16217519 16217580 16217799 5287702 5460857 5460858 5460860 5460861 160927720 135207570 51037639 51037640 51037641 118099679 118264379 129834582 129850676 134817835 22726443 58203011 124202805 101611381 162642132 162642135 52941769 135705201 59119146 59373188 59373181 59373187 59373199 160448860 140533858 10313339 88031296 89059445 151306026 90938205 153693995 153709895 153712626 54144538 54144539 123552702 131801519 131878490 132276652 1549073 1549104 11321257 140491596 59645172 59667378 88901885 88901889 88901891 88901915 59905797 232 6322 28782 71070 444360 46932130 12205337 117064614 117065487 11770759 122363709 142696383 90472354 164899900 57182507 71308530 71309938 71310245 57616918 57616923 57616939 57616947);GNPS:(CCMSLIB00003136581);COCONUT:(CNP0257247);NORMAN:(NS00079284 NS00074187 NS00085581 NS00080232 NS00005927 NS00078080);METACYC:(CPD0-2700 CPD-220);PLANTCYC:(ARG);CHEBI:(32697 15816 32682 31235 29016 32695 32683 32689 192075 32681 32696 16467 32688 32690);KEGG:(C00792 C02385 C00062);DSSTox:(DTXSID00370078 DTXSID10206834 DTXSID10745551 DTXSID201031042 DTXSID20883650 DTXSID30726544 DTXSID30935331 DTXSID40883354 DTXSID50238230 DTXSID6041056 DTXSID60883513 DTXSID80170033 DTXSID8022618);LOTUS:(Q27076987 Q173670 Q27104032);YMDB:(YMDB00592);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(ODKSFYDXXFIFQN-UHFFFAOYSA-N)"	139577465726	175.12	197	3.289	637175537772234112	637163514492538368	5922	NA	"Amino acids and Peptides"	1	"Small peptides"	1	"Aminoacids"	1	"Organic acids and derivatives"	1	"Carboxylic acids and derivatives"	1	"Amino acids, peptides, and analogues"	1	"Amino acids and derivatives"	1	"L-alpha-amino acids"	0.591	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	5510	2044	73	620	63	12334	53	65	55	94	6357	7313	4768	426	72	41	112	89	26619	2708	81	7900	64
"P_6035"	1	1	0.912	0.937	-51.445	NA	61.218	"C10H10O4"	"[M - H2O + H]+"	"C10H9O3+"	"KSEBMYQBYZTDHS"	"InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)"	"Ferulic Acid"	"COC1=C(C=CC(=C1)C=CC(=O)O)O"	1.38	"16109944;10262057;90887593;153709649;131871184;1548883;11310152;45039253;709;445858;117064991;54691413;54710368;54730542;71311006;57369490"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0000954 HMDB0240705 HMDB0303721);MiMeDB:(MMDBc0000174);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(445858 709 23669636);SUPERNATURAL:(SN0193972 SN0193973);HSDB:(1135-24-6);MESH:(445858 1548883);FooDB:(FDB012801 FDB012802 FDB019993 FDB021752 FDB030860);PUBCHEM:(16109944 10262057 90887593 153709649 131871184 1548883 11310152 45039253 709 445858 117064991 54691413 54710368 54730542 71311006 57369490);GNPS:(CCMSLIB00003137199 CCMSLIB00003136569);COCONUT:(CNP0304940);NORMAN:(NS00006133 NS00068201);METACYC:(BUTANOL CPD-87 CPD-9731 D-ALLOSE-6-PHOSPHATE FERULIC-ACID);PLANTCYC:(FERULIC-ACID);CHEBI:(193350 29749 76117 17620 114954);KEGG:(C01494);DSSTox:(DTXSID00746436 DTXSID301034732 DTXSID5040673 DTXSID601034731 DTXSID70892035 DTXSID80894080);LOTUS:(Q27145764 Q51617501 Q417362);YMDB:(YMDB01325);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(KSEBMYQBYZTDHS-UHFFFAOYSA-N)"	139577465726	177.053	198	3.297	637175663957884544	637163518821060608	6035	NA	"Shikimates and Phenylpropanoids"	0.996	"Phenylpropanoids (C6-C3)"	1	"Cinnamic acids and derivatives"	1	"Phenylpropanoids and polyketides"	0.976	"Cinnamic acids and derivatives"	0.949	"Hydroxycinnamic acids and derivatives"	0.968	"Coumaric acids and derivatives"	0.958	"Coumaric acids and derivatives"	0.958	"Organic compounds; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Cinnamic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Hydroxycinnamic acids; Cinnamic acids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities"	910	647	2864	1419	27	56	89	56	92	57	196	4518	3732	1287	28	124	63	91	3806	594	76	1949	45
"P_3370"	1	1	0.69	0.69	-41.579	NA	25.009	"C10H9N"	"[M + H]+"	"C10H10N+"	"LSSICPJTIPBTDD"	"InChI=1S/C10H9N/c1-2-9-7-8-5-3-4-6-10(8)11-9/h2-7,11H,1H2"	"1H-Indole, 2-ethenyl-"	"C=CC1=CC2=CC=CC=C2N1"	2.642	"10997147"	"PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(10997147);DSSTox:(DTXSID30451162);PUBMED:(null)"	137506062402	144.081	199	3.318	637173427248373888	637163400449399808	3370	NA	"Alkaloids"	0.997	"Tryptophan alkaloids"	0.991	"Simple indole alkaloids"	0.93	"Organoheterocyclic compounds"	0.961	"Indoles and derivatives"	0.846	"Indoles"	0.844	""	NA	"Indoles"	0.844	"Organic compounds; Organoheterocyclic compounds; Pyrroles; Indoles and derivatives; Organonitrogen compounds; Benzenoids; Indoles; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	37605	109	15316	1182	43	26841	37	25	28	13	1687	112990	42510	700	39	34	18	27	355911	63	22	8100	19
"P_7110"	1	1	0.276	0.439	-78.707	NA	39.803	"C11H11NO2"	"[M + H]+"	"C11H12NO2+"	"VXLZVELXYBOECH"	"InChI=1S/C11H11NO2/c1-7-5-11(13)9-4-3-8(14-2)6-10(9)12-7/h3-6H,1-2H3,(H,12,13)"	"7-Methoxy-2-methylquinolin-4-ol"	"CC1=CC(=O)C2=C(N1)C=C(C=C2)OC"	1.9	"4250952"	"PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);CHEBI:(191056);PUBCHEM:(4250952);DSSTox:(DTXSID60401231);PUBMED:(null)"	137506062434	190.087	199	3.321	637176956990732416	637163560927683840	7110	NA	"Alkaloids"	0.999	"Tryptophan alkaloids"	0.728	"Quinoline alkaloids"	0.649	"Organoheterocyclic compounds"	0.995	"Quinolines and derivatives"	0.628	""	NA	""	NA	"Quinolines and derivatives"	0.628	"Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Alkyl aryl ethers; Anisoles; Ethers; Organonitrogen compounds; Organooxygen compounds; Quinolines and derivatives; Phenol ethers; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	0	371132	7382	88	2	0	35	12	12	11	382	74090	50985	143	5	5	9	14	0	147	5	812	17
"P_5809"	1	1	0.71	0.856	-23.593	NA	47.805	"C10H7NO2"	"[M + H]+"	"C10H8NO2+"	"VQMSRUREDGBWKT"	"InChI=1S/C10H7NO2/c12-10(13)8-5-6-11-9-4-2-1-3-7(8)9/h1-6H,(H,12,13)"	"4-Quinolinecarboxylic Acid"	"C1=CC=C2C(=C1)C(=CC=N2)C(=O)O"	1.567	"6932020;5255754;11401048;10243"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0257047);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(10243);SUPERNATURAL:(SN0397354 SN0397355);MESH:(10243);PUBCHEM:(6932020 5255754 11401048 10243);COCONUT:(CNP0296019);NORMAN:(NS00031814);METACYC:(QUINOLINE-4-CARBOXYLATE);CHEBI:(58440 18311);KEGG:(C06414);DSSTox:(DTXSID20197567);LOTUS:(Q27102986);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)"	137832434030	174.055	200	3.339	637175381823797504	637163510109490048	5809	NA	"Alkaloids"	0.991	"Anthranilic acid alkaloids"	0.827	"Quinoline alkaloids"	0.264	"Organoheterocyclic compounds"	1	"Quinolines and derivatives"	0.975	"Quinoline carboxylic acids"	0.924	""	NA	"Quinoline carboxylic acids"	0.924	"Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Quinolines and derivatives; Pyridinecarboxylic acids and derivatives; Pyridinecarboxylic acids; Benzenoids; Quinoline carboxylic acids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1029	946	8148	575	29	429	64	23	76	19	82	740	2271	209	32	65	55	67	332	320	75	502	48
"P_7260"	1	1	0.468	0.468	-150.001	NA	51.441	"C11H13NO2"	"[M + H]+"	"C11H14NO2+"	"UGGYISXGQOZSJC"	"InChI=1S/C11H13NO2/c1-12-5-4-8-6-10(13-2)11(14-3)7-9(8)12/h4-7H,1-3H3"	"5,6-dimethoxy-1-methyl-1H-indole"	"CN1C=CC2=CC(=C(C=C21)OC)OC"	1.9	"4777684"	"COCONUT:(CNP0017616);SUPERNATURAL:(SN0369636);PUBCHEM:(4777684);DSSTox:(DTXSID80406440)"	137442099202	192.102	204	3.393	637177203594858624	637163566778738688	7260	NA	"Alkaloids"	0.996	"Tryptophan alkaloids"	0.671	"Simple indole alkaloids"	0.094	"Benzenoids"	0.988	"Phenol ethers"	0.971	"Anisoles"	0.966	""	NA	"Anisoles"	0.966	"Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Anisoles; Ethers; Organonitrogen compounds; Organooxygen compounds; Phenol ethers; Benzenoids; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1259	51355	588	656	8	580	8	23	14	10	662	59383	2232	242	19	9	10	6	1112	0	6	627	12
"P_5072"	1	1	0.434	0.742	-24.877	NA	54.495	"C9H8O3"	"[M + H]+"	"C9H9O3+"	"PMOWTIHVNWZYFI"	"InChI=1S/C9H8O3/c10-8-4-2-1-3-7(8)5-6-9(11)12/h1-6,10H,(H,11,12)"	"Coumaric Acid"	"C1=CC=C(C(=C1)C=CC(=O)O)O"	1.393	"5280841;637540;11968;54690158;54693535;54714352"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0002641 HMDB0041592 HMDB0304296);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(11968 637540);SUPERNATURAL:(SN0289541);MESH:(11968 637540);FooDB:(FDB011258 FDB021703 FDB030743);PUBCHEM:(5280841 637540 11968 54690158 54693535 54714352);COCONUT:(CNP0207361);NORMAN:(NS00014689);METACYC:(2-COUMARATE CPD-7418);PLANTCYC:(2-COUMARATE CPD-7418);CHEBI:(11594 18125 18176 12875 28873 47921);KEGG:(C05838 C01772);DSSTox:(DTXSID10883240 DTXSID70862233);LOTUS:(Q7072006 Q27102874 Q27103936);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(PMOWTIHVNWZYFI-UHFFFAOYSA-N)"	138503653758	165.055	205	3.422	637174664106914304	637163477746236800	5072	NA	"Shikimates and Phenylpropanoids"	0.989	"Phenylpropanoids (C6-C3)"	0.995	"Cinnamic acids and derivatives"	0.997	"Phenylpropanoids and polyketides"	0.939	"Cinnamic acids and derivatives"	0.92	"Hydroxycinnamic acids and derivatives"	0.908	"Coumaric acids and derivatives"	0.926	"Coumaric acids"	0.934	"Organic compounds; Styrenes; Coumaric acids and derivatives; Phenols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Cinnamic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Hydroxycinnamic acids; Cinnamic acids; Coumaric acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities"	4213	236	1665	2025	37	1236	45	34	34	22	198	4321	3097	639	23	21	30	63	1654	1318	69	84148	63
"P_2791"	1	1	0.424	0.493	-60.525	NA	17.692	"C9H13N"	"[M + H]+"	"C9H14N+"	"WACPXLKEEAMYCH"	"InChI=1S/C9H13N/c1-8(2)7-9-3-5-10-6-4-9/h3-6,8H,7H2,1-2H3"	"4-Isobutylpyridine"	"CC(C)CC1=CC=NC=C1"	2.523	"140620564;78532"	"NORMAN:(NS00047208);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(140620564 78532);DSSTox:(DTXSID40584874 DTXSID50964002)"	137506324482	136.112	206	3.435	637173143281351680	637163376411840768	2791	NA	"Alkaloids"	0.996	"Nicotinic acid alkaloids"	0.997	"Pyridine alkaloids"	0.997	"Organoheterocyclic compounds"	0.992	"Pyridines and derivatives"	0.974	""	NA	""	NA	"Pyridines and derivatives"	0.974	"Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organonitrogen compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	567	182	1630	204	46	136	34	42	64	61	152	950	1281	7082	56	33	71	41	624	181	49	510	68
"P_5523"	1	2	0.666	0.84	-40.8	NA	28.698	"C12H11N"	"[M + H]+"	"C12H12N+"	"MKEUDOGZIJGFJP"	"InChI=1S/C12H11N/c1-2-4-11-9(3-1)7-8-12(13-11)10-5-6-10/h1-4,7-8,10H,5-6H2"	"2-Cyclopropylquinoline"	"C1CC1C2=NC3=CC=CC=C3C=C2"	3.083	"12240501"	"BloodExposome:(12240501);PUBCHEM:(12240501);PUBMED:(null)"	4194370	170.096	207	3.455	637175082706951936	637163498453517824	5523	NA	"Alkaloids"	0.996	"Tryptophan alkaloids"	0.623	"Carboline alkaloids"	0.095	"Organoheterocyclic compounds"	0.999	"Quinolines and derivatives"	0.814	""	NA	""	NA	"Quinolines and derivatives"	0.814	"Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organonitrogen compounds; Quinolines and derivatives; Benzenoids; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	278	46	10685	0	6	420	20	12	19	19	17	21124	29043	8	29	8	19	13	152	0	48	35	15
"P_3489"	1	1	0.39	0.695	-42.206	NA	37.105	"C9H7NO"	"[M + H]+"	"C9H8NO+"	"XQVZDADGTFJAFM"	"InChI=1S/C9H7NO/c11-6-8-3-1-2-7-4-5-10-9(7)8/h1-6,10H"	"1H-indole-7-carbaldehyde"	"C1=CC2=C(C(=C1)C=O)NC=C2"	1.606	"2734629"	"COCONUT:(CNP0381705);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);CHEBI:(151092);SUPERNATURAL:(SN0437578);PUBCHEM:(2734629);DSSTox:(DTXSID50370407);LOTUS:(Q72482957)"	137777643554	146.06	208	3.467	637173510996061056	637163405499342464	3489	NA	"Alkaloids"	0.997	"Tryptophan alkaloids"	0.925	"Simple indole alkaloids"	0.885	"Organoheterocyclic compounds"	0.996	"Indoles and derivatives"	0.92	"Indoles"	0.911	""	NA	"Indoles"	0.911	"Organic compounds; Organoheterocyclic compounds; Pyrroles; Indoles and derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Substituted pyrroles; Benzenoids; Indoles; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	298168	2595	46027	12941	107	94351	33	25	206	56	3223	320558	61414	3662	19	83	60	43	608852	18331	48	16429	72
